ISEA7_ID,STRING_ID,LATITUDE,LONGITUDE,NDVI_jan,NDVI_feb,NDVI_mar,NDVI_apr,NDVI_may,NDVI_jun,NDVI_jul,NDVI_aug,NDVI_sept,NDVI_oct,NDVI_nov,NDVI_dec,NDVI_NS,NDVI_NW,PrecJan,PrecFeb,PrecMay,PrecJun,PrecJul,PrecAug,PrecNov,PrecDec,Prec_NW,Prec_NS,Tmean_NW,Tmean_NS
2026,2026,54.2705,91.8838,0.079347651,0.091407402,0.118716685,0.252478186,0.528876756,0.72014477,0.740296167,0.667210006,0.504770892,0.38251053,0.181581998,0.068809256,3.413776776,0.922373522,15.54184532,12.28326225,50.7988205,64.82028198,85.58208466,78.58476257,25.20278931,19.90557861,18.23336887,69.94648743,-155.4156342,148.5392914
2027,2027,54.2705,110.6162,0.053512312,0.071544191,0.081938867,0.114526008,0.32561511,0.575627823,0.654159027,0.602595888,0.37987617,0.254806077,0.148421191,0.056230431,2.652400027,0.666453068,8.445160866,6.190860271,27.35806465,54.68010712,96.8946228,83.80376434,19.41290283,16.30430031,12.58830607,65.68413973,-228.0872345,98.14476013
2030,2030,54.1551,39.1145,0.01033613,0.009160617,0.110305737,0.398207924,0.712139759,0.761837942,0.676114547,0.596995368,0.542818723,0.438929941,0.23061958,0.054921784,3.688114263,0.85427379,36.20238113,27.51352882,47.06655884,63.99242401,83.31980896,60.8501091,47.04058456,43.23863602,38.49878263,63.80722523,-71.08888245,168.0497894
2039,2039,54.1126,119.8762,0.09499682,0.090516597,0.071530228,0.190185777,0.59602771,0.782312465,0.810650545,0.74008832,0.476315792,0.274220103,0.153894388,0.066549407,3.595580609,0.751707543,3.998922348,4.703663826,35.66002274,79.07381439,107.796875,103.4455795,9.707435608,6.620689869,6.257677913,81.49407291,-259.848877,115.7642746
2048,2048,53.9616,49.2889,0.032344598,0.038049591,0.064974254,0.340160634,0.597894914,0.680310423,0.610744849,0.549464822,0.486490867,0.401433692,0.289371467,0.058472776,3.265066507,0.884646378,35.93174362,26.66359711,34.15655518,62.67388916,63.08721542,49.79306793,43.67551422,37.49891663,35.94244289,52.42768192,-92.98537445,180.0307465
2054,2054,54.0127,101.25,0.141051058,0.144235358,0.126846294,0.263492882,0.531303688,0.778765747,0.806165361,0.736054376,0.535436944,0.415234674,0.250979607,0.120470687,3.651218998,1.198817678,10.13380241,8.394907951,30.4664135,48.61375809,85.76652527,77.52220917,15.3510294,13.97562313,11.96384072,60.59222651,-180.1719971,131.4424438
2057,2057,53.8848,43.0628,0.063663878,0.082685603,0.120013356,0.424056178,0.734125432,0.786318906,0.71642646,0.656517157,0.580640126,0.447092962,0.301326984,0.09314398,3.89808426,1.107926761,39.27874374,29.44577026,39.90455627,59.09923935,75.08839417,50.99566269,48.48318863,44.37147522,40.39479446,56.27196312,-78.57971954,172.5596466
2066,2066,53.8607,117.4435,0.063511265,0.055766413,0.058169424,0.171557734,0.546123501,0.768941471,0.801714974,0.71987702,0.448021235,0.239116361,0.140375,0.052199509,3.456235936,0.609137971,3.801522493,4.367590904,36.40184784,74.68135071,109.8428497,102.1016846,8.51984787,6.037520409,5.681620419,80.75693321,-277.4344788,113.5656586
2069,2069,53.8885,94.2813,0.148199167,0.189556379,0.197523548,0.238694811,0.513583737,0.785863689,0.845720266,0.786120295,0.584663257,0.358434693,0.206631747,0.115389831,3.754646054,1.215735365,18.83197784,16.47750664,70.23252106,83.50244141,125.6048813,105.336586,35.43793869,26.44065094,24.29701853,96.16910744,-199.2749329,125.4421387
2070,2070,53.8885,108.2187,0.079909585,0.113091877,0.102496267,0.103229899,0.30182949,0.523068112,0.547575896,0.528667646,0.425053242,0.362333838,0.21189627,0.067470337,2.429424286,0.937198174,12.32447052,6.884427547,23.53445435,43.65762329,82.90884399,72.1318512,26.6228981,25.4454689,17.81931627,55.55819321,-196.8197174,112.1485367
2082,2082,53.5685,115.0356,0.07831186,0.063905144,0.07655573,0.201101789,0.518598154,0.768874043,0.801487872,0.717893436,0.431623833,0.278495306,0.191530908,0.077031933,3.439579128,0.765830881,2.2910285,3.471006632,29.29212189,71.56728363,115.6143341,97.2779007,6.934901714,5.165207863,4.465536177,78.43791008,-255.5895844,117.3234406
2085,2085,53.4652,46.9849,0.073016108,0.082985262,0.111805362,0.447826005,0.676844531,0.763356118,0.709320413,0.648259653,0.561843573,0.451865584,0.328345036,0.092090611,3.807450292,1.140107964,41.29737091,28.46768951,39.62979126,62.62869644,64.5328598,53.68181992,50.04052734,46.78915787,41.64868641,55.11829185,-91.1772995,176.4686432
2093,2093,53.4932,96.6427,0.082959621,0.119090673,0.11512989,0.126834462,0.321949308,0.627555159,0.734498416,0.659375911,0.392612134,0.212875208,0.13038433,0.066861712,2.86282539,0.727301435,9.294794083,7.637808323,57.52109528,82.74082184,142.0805511,109.0104141,18.48438263,13.13589001,12.13821876,97.8382206,-246.300827,85.15109253
2094,2094,53.4932,105.8573,0.129727968,0.156573663,0.11956223,0.221286537,0.506204882,0.751132343,0.78491906,0.71205416,0.477045769,0.404515469,0.272157595,0.109951799,3.452642751,1.192488723,9.281095505,6.932602882,28.39561653,57.23945236,97.35342407,83.02903748,17.49041176,15.57589054,12.32000017,66.50438261,-206.4889069,120.1587677
2097,2097,53.4164,37.0341,0.017435321,0.015606059,0.10005606,0.421255849,0.723418921,0.767059118,0.679336439,0.589080121,0.536517537,0.457950303,0.260573858,0.067222181,3.716667985,0.918843782,39.46175003,29.92622948,48.22841644,76.62731934,83.39179993,68.69235229,49.6732254,46.43278503,41.37349749,69.234972,-63.87281418,165.7494507
2125,2125,53.449,24.8353,0.180114326,0.197417983,0.293844624,0.516524379,0.693171562,0.753440046,0.71815634,0.68864815,0.643919301,0.55170111,0.456408941,0.200329709,4.013859778,1.879816693,40.0076561,29.3187542,57.27993393,75.77966309,81.0338974,66.52597046,47.68343353,47.47621536,41.1215148,70.15486622,-27.74726677,157.4777222
2127,2127,53.2508,126.4319,0.139488277,0.099892872,0.109205637,0.275463783,0.591695692,0.802060465,0.825834279,0.761729785,0.479279394,0.323445278,0.174351419,0.100482085,3.736063397,0.946865568,5.024820805,4.346387386,43.71704483,78.96910858,134.4451141,106.2895737,13.05901814,8.863209724,7.823359013,90.8552103,-238.6256256,151.1461639
2135,2135,53.2373,40.8904,0.030547455,0.03300101,0.141011512,0.408382725,0.715166625,0.759795602,0.665585033,0.590441562,0.533389005,0.435956114,0.276266902,0.078213909,3.672760552,0.994996902,37.04732895,29.36323547,44.14199066,57.63456345,80.8844223,49.312603,50.25041199,46.72757339,40.84713745,57.99339485,-70.11915588,175.824295
2139,2139,53.2408,89.8443,0.129544875,0.160299604,0.175352006,0.255955503,0.551120402,0.765468603,0.794481044,0.737529243,0.547594062,0.405224352,0.234922417,0.115995499,3.652148856,1.221338753,14.10804844,11.81973553,50.10914993,64.61852264,77.972435,72.38643646,20.3180809,17.98952675,16.0588479,66.27163601,-159.4057312,142.7509613
2140,2140,53.2408,112.6557,0.0779225,0.060922884,0.105656689,0.207692115,0.45835387,0.73588444,0.775909501,0.68080728,0.381836746,0.276125572,0.192958595,0.085580443,3.240483951,0.799166683,2.384233713,2.659867764,24.85336304,63.92998886,107.0314255,89.6681366,7.39470768,5.216096878,4.413726509,71.37072849,-226.3890533,114.513092
2147,2147,53.125,78.4686,0.002075812,0.000208545,0.036377953,0.228363599,0.383980943,0.501825132,0.523323161,0.401573383,0.314604235,0.235102762,0.091960646,0.008734622,2.353670453,0.374460341,16.62983513,12.71767998,26.72099495,32.69005585,54.11491776,38.60773468,22.36850739,16.89723778,17.15331507,38.03342581,-140.988678,171.3272095
2148,2148,53.125,124.0314,0.185243494,0.144705433,0.112465456,0.289979408,0.661220759,0.833372748,0.848466706,0.795174254,0.510600999,0.339987132,0.253798825,0.138597769,3.938814873,1.17479811,3.770764112,3.931893587,39.74308014,75.68715668,119.0204849,102.5692139,11.2209301,6.978405476,6.475498319,84.2549839,-241.6093597,139.4838104
2155,2155,53.0989,98.967,0.106527386,0.122888396,0.110912558,0.105864575,0.29551694,0.592249514,0.694348306,0.626164381,0.383356361,0.214745983,0.146086128,0.087989277,2.697500077,0.789149727,6.69392252,5.086740494,40.15193558,67.34474945,118.5640869,94.18673706,11.83646393,7.704972267,7.830524802,80.06187725,-250.1089783,77.24488831
2156,2156,53.0989,103.533,0.097232844,0.090107665,0.083160676,0.249758064,0.478054538,0.726423486,0.765832851,0.67947043,0.495386302,0.361117368,0.20256218,0.09117253,3.394925671,0.925353264,11.09552765,8.885146141,32.82219696,60.04748917,104.3694077,87.17669678,19.22418594,16.75151825,13.9890945,71.10394764,-174.6669006,137.7624207
2164,2164,52.9526,121.6429,0.188888249,0.190715254,0.134601249,0.277502817,0.663476825,0.825177155,0.837690316,0.787979773,0.497382758,0.366592758,0.285608254,0.141937907,3.889209644,1.30834367,3.558203936,4.60255003,34.44013214,71.1912384,115.3819275,108.4534378,10.78048801,6.921840191,6.465770543,82.36668396,-251.1509094,129.0509949
2167,2167,52.9107,44.7485,0.024004862,0.024246163,0.066240429,0.402999041,0.682477597,0.750547914,0.664002676,0.582047608,0.511756604,0.414824578,0.257282555,0.054462789,3.593831439,0.841061377,39.69811249,26.65704727,37.46559525,59.54550552,66.92951965,51.78357315,47.05105591,42.56603622,38.99306297,53.93104839,-83.61279297,176.5194244
2173,2173,52.8834,92.1935,0.156891563,0.194829251,0.232602173,0.3315159,0.566938875,0.76335483,0.790104489,0.747267897,0.592410458,0.443930814,0.263495429,0.126747495,3.791592449,1.418496726,19.53222275,17.05666733,63.47055435,78.06777954,104.3216629,93.29333496,33.85055542,26.22833252,24.1669445,84.78833294,-190.4809723,135.9168091
2174,2174,52.8834,110.3065,0.121461244,0.136646847,0.144676915,0.193267623,0.462602898,0.680347108,0.739039768,0.669469899,0.469569893,0.363119259,0.253007303,0.111223595,3.214297189,1.130135163,6.756246567,4.42587471,24.2121048,56.25263596,98.71959686,83.91394043,18.19489098,15.41865635,11.19891715,65.77456951,-217.6372833,110.6235428
2184,2184,52.7358,119.2709,0.173923024,0.172945514,0.140006542,0.268822706,0.617230841,0.811684168,0.831933432,0.763944128,0.466479933,0.345390412,0.263904592,0.132696751,3.760095207,1.228866834,3.99888587,4.440668583,31.01671219,69.70083618,106.9843979,98.25849915,9.50696373,6.267409325,6.053481877,76.49011135,-246.2749329,129.132309
2187,2187,52.6196,35.0696,0.10464917,0.092026906,0.194605887,0.484623336,0.733550615,0.76699284,0.7125284,0.642545016,0.582119214,0.497037763,0.317091898,0.134266494,3.922359421,1.339678118,37.84714508,29.49048233,49.82306671,71.60414124,81.0067215,68.19149017,47.46192551,46,40.19988823,67.6563549,-55.84210587,166.8162079
2191,2191,52.7425,22.3289,0.213189793,0.222673694,0.324498424,0.559686631,0.723822075,0.738794279,0.681730267,0.652384458,0.619114291,0.580328345,0.518640116,0.250064561,3.975532,2.109394934,28.78229332,26.03396416,53.29454422,70.52115631,73.86024475,64.57238007,42.13418579,37.71436691,33.66620255,65.56208134,-25.30122566,162.5411987
2194,2194,52.7401,26.8499,0.184910498,0.207494688,0.287339317,0.522121883,0.714951536,0.758722766,0.740479293,0.711924607,0.654991791,0.565044911,0.397564633,0.230557948,4.103191877,1.872911996,35.7212677,27.54247665,55.56024551,84.92892456,82.3026123,66.92337799,44.58467484,42.3903389,37.55968952,72.42879009,-30.84286499,164.3682709
2201,2201,52.6393,101.25,0.180964675,0.185576966,0.158795818,0.177973576,0.443713939,0.669865825,0.723607081,0.658434629,0.494645235,0.319306314,0.219904534,0.139654946,3.168240284,1.204203252,6.661452293,5.313407898,35.44636917,63.07039261,106.1424561,89.356987,11.72793293,7.601675987,7.826117277,73.50405121,-216.5565643,94.30670166
2210,2210,52.5304,38.8152,0.021267365,0.013345346,0.142367434,0.419475482,0.705447697,0.733089147,0.620823513,0.53781856,0.509258269,0.45881512,0.271008363,0.086705165,3.525912668,0.993508794,38.41048431,27.96151733,46.54601288,69.53541565,77.94701386,59.27997589,46.8343544,43.36196136,39.14207935,63.32710457,-63.19353104,174.8360291
2214,2214,52.113,5.0254,0.425183319,0.456247198,0.494703874,0.60076626,0.632249645,0.659212432,0.683223533,0.680923067,0.668021011,0.635784905,0.598681472,0.437729317,3.924395948,3.048330085,67.55116272,47.12960434,52.39699936,60.98772049,74.14188385,75.90177155,77.67803192,74.14733887,66.62653446,65.85709381,35.96043777,149.6746216
2219,2219,52.4777,116.9193,0.095966888,0.079605099,0.09594359,0.233251429,0.510066945,0.733316957,0.761516712,0.6975144,0.429808797,0.287936338,0.189483838,0.09954496,3.36547524,0.848480714,3.137892485,4.125560761,28.80997849,63.94955063,106.2645721,95.99159241,8.012892723,5.83520174,5.277886927,73.75392342,-246.0710449,136.4721069
2222,2222,52.5041,94.5101,0.130465603,0.191447089,0.202888827,0.292378811,0.509509226,0.714074492,0.761278803,0.714895531,0.532187276,0.357076311,0.228683189,0.106122344,3.524324138,1.216683363,19.39371872,17.2922039,70.74705505,87.56197357,132.4021301,109.7442551,37.74312973,28.18283844,25.6529727,100.1138535,-234.8188477,114.2054138
2223,2223,52.5041,107.9899,0.156880145,0.174706993,0.174780651,0.224930152,0.392329917,0.573009551,0.619455715,0.576029977,0.463525175,0.401121241,0.301842233,0.129138208,2.849280489,1.338469472,8.23193264,4.742856979,20.56246567,48.36470413,85.98655701,71.6414566,18.27170944,17.85546303,12.27549052,56.63879585,-195.0491638,125.5086823
2226,2226,52.4361,48.5733,0.004253488,0.0064504,0.078901832,0.347281725,0.540668923,0.603319236,0.525533948,0.445602029,0.400222439,0.353897412,0.257204341,0.038509254,2.8626283,0.739216726,40.25630951,28.34267998,30.8065052,54.38137817,53.51542282,42.92540741,47.6662941,44.14862442,40.103477,45.4071784,-86.10319519,191.5173798
2230,2230,52.2967,42.5904,0.014964294,0.008310036,0.101439599,0.395932939,0.670660595,0.734561394,0.621826298,0.529855314,0.479090095,0.42647086,0.264397651,0.057916702,3.431926635,0.873499142,40.10309982,29.55267525,37.10873413,56.53182983,65.69126892,44.38816834,50.58253479,47.23323822,41.86788702,50.93000031,-70.90140533,181.6142273
2238,2238,52.1818,87.9085,0.172604755,0.187783804,0.191471446,0.267692513,0.649027127,0.829860099,0.845063896,0.794896644,0.635015532,0.48223668,0.272345564,0.149950671,4.02155581,1.456392921,14.01863384,13.10671902,64.5855484,73,85.74308014,78.53416443,19.41219711,18.95539284,16.3732357,75.46569824,-145.512146,144.0059357
2239,2239,52.1818,114.5916,0.119450572,0.093353836,0.133111407,0.254858445,0.49745007,0.734574455,0.768437105,0.708757477,0.425512054,0.332588779,0.248149461,0.137193035,3.389589607,1.063847091,2,3.335963964,26.90360832,67.93179321,116.4650497,92.00169373,6.341037273,5.120631218,4.199408114,75.82553625,-224.5305786,133.1543121
2254,2254,52.1126,96.7928,0.159795096,0.199609241,0.185449611,0.235083852,0.468090013,0.715763841,0.776484198,0.713164907,0.528241342,0.349230985,0.249075851,0.146345675,3.436828153,1.28950646,7.217637062,5.240814209,37.84002304,63.3154335,108.358963,83.09666443,14.15997696,10.52854729,9.286743879,73.152771,-257.0715027,100.9112473
2255,2255,52.1126,105.7072,0.148936145,0.15731397,0.153241027,0.224716863,0.418100341,0.616575374,0.635302636,0.584640358,0.460065673,0.394963422,0.308517791,0.134252516,2.939401246,1.29722487,11.43866634,7.541548729,32.72526932,70.42679596,112.8959885,86.5308075,19.61164474,17.38326645,13.99378157,75.64471531,-180.067688,137.1321411
2262,2262,51.9939,74.5301,0.014709084,0.003281386,0.104824154,0.28258142,0.400050977,0.375932027,0.354139237,0.314612609,0.287501314,0.25362266,0.142260854,0.025382871,2.014817583,0.54408101,15.67761993,12.43002796,30.34560966,34.95297623,49.75014114,36.01699829,20.86515617,16.35807419,16.33271956,37.76643133,-134.0927734,177.2930603
2263,2263,51.9939,127.9699,0.14190636,0.103081378,0.115670952,0.27746778,0.55949032,0.802268175,0.838414874,0.778441429,0.510145854,0.342224637,0.193660216,0.134460898,3.766228432,1.031004441,5.074347496,4.45913744,46.47389221,79.1486969,133.2866058,121.0374603,14.73836517,9.328603745,8.400113463,94.98666382,-227.2708588,161.3664856
2270,2270,51.9156,46.3605,0.011610473,0.012775665,0.096803032,0.384686761,0.601507095,0.644116688,0.565086069,0.494083025,0.451316171,0.369048618,0.261288922,0.06080272,3.140795809,0.812329429,43.73495865,29.89727592,37.4279213,49.82690048,50.47956848,46.79795837,48.48921585,47.46083832,42.39557219,46.13308716,-77.56256866,192.0619965
2272,2272,51.9028,76.8605,0.01581331,0.008780542,0.104304339,0.277218832,0.390436861,0.394679976,0.393381774,0.350532004,0.309553923,0.258568293,0.167321539,0.022077118,2.115803369,0.576865141,14.96081734,11.14764309,26.579216,28.91709328,47.51164246,31.81601334,19.23282242,14.94662094,15.07197595,33.70599127,-133.524704,180.2507172
2273,2273,51.9028,125.6395,0.190481474,0.137267882,0.115181915,0.271967029,0.608796041,0.814165859,0.842866361,0.779560761,0.501685457,0.34513452,0.273823971,0.189002191,3.819041507,1.250891953,4.251843452,3.699376106,42.38400269,75.74078369,128.3318176,109.3681259,10.59103775,7.325014114,6.466817856,88.95618248,-231.2098694,148.6822205
2278,2278,52.0706,24.3565,0.202408949,0.219572187,0.321990636,0.548004834,0.70530255,0.741420402,0.723110387,0.701829362,0.642197203,0.56854996,0.469593384,0.247912434,4.061864738,2.03002755,32.03526688,28.29067039,54.94141006,72.03128815,76.28611755,64.0745163,40.66382217,39.69396973,35.17093229,66.83333302,-22.03270721,165.1396484
